,sciName,comName,speciesCode,category,taxonOrder,bandingCodes,comNameCodes,sciNameCodes,order,familyCode,familyComName,familySciName,reportAs,extinct,extinctYear
3567,Larus canus/brachyrhynchus,Common/Short-billed Gull,y00441,slash,6520.0,[],"['MEGU', 'SBIG', 'SBGU', 'COGU']","['LACA', 'LABR']",Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3568,Larus delawarensis,Ring-billed Gull,ribgul,species,6521.0,['RBGU'],[],['LADE'],Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3569,Chroicocephalus ridibundus x Larus delawarensis,Black-headed x Ring-billed Gull (hybrid),x00641,hybrid,6522.0,[],"['RBGU', 'BHGU']","['LADE', 'CHRI']",Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3570,Leucophaeus atricilla x Larus delawarensis,Laughing x Ring-billed Gull (hybrid),x00616,hybrid,6523.0,[],"['LAGU', 'RBGU']","['LADE', 'LEAT']",Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3571,Leucophaeus pipixcan x Larus delawarensis,Franklin's x Ring-billed Gull (hybrid),x00795,hybrid,6524.0,[],"['RBGU', 'FRGU']","['LEPI', 'LADE']",Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3572,Larus canus x delawarensis,Common x Ring-billed Gull (hybrid),x00394,hybrid,6525.0,[],"['RBGU', 'COGU', 'MEGU']","['LACA', 'LADE']",Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3573,Larus brachyrhynchus x delawarensis,Short-billed x Ring-billed Gull (hybrid),x01230,hybrid,6526.0,[],"['RBGU', 'MEGU', 'SBIG', 'SBGU']","['LADE', 'LABR']",Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3574,Larus livens,Yellow-footed Gull,yefgul,species,6527.0,['YFGU'],[],['LALI'],Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3575,Larus occidentalis,Western Gull,wesgul,species,6528.0,['WEGU'],[],['LAOC'],Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3576,Larus livens/occidentalis,Yellow-footed/Western Gull,y00683,slash,6531.0,[],"['WEGU', 'YFGU']","['LALI', 'LAOC']",Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3577,Larus cachinnans,Caspian Gull,casgul2,species,6532.0,[],['CAGU'],['LACA'],Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3578,Larus dominicanus,Kelp Gull,kelgul,species,6533.0,['KEGU'],['SBBG'],['LADO'],Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3579,Larus dominicanus dominicanus,Kelp Gull (dominicanus),kelgul3,issf,6534.0,[],"['SBBG', 'KEGU']",['LADO'],Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,kelgul,,
3580,Larus dominicanus austrinus,Kelp Gull (austrinus),kelgul2,issf,6535.0,[],"['SBBG', 'KEGU']",['LADO'],Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,kelgul,,
3581,Larus dominicanus judithae,Kelp Gull (judithae),kelgul4,issf,6536.0,[],"['SBBG', 'KEGU']",['LADO'],Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,kelgul,,
3582,Larus dominicanus vetula,Kelp Gull (vetula),kelgul1,issf,6537.0,[],"['SBBG', 'KEGU']",['LADO'],Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,kelgul,,
3583,Larus dominicanus melisandae,Kelp Gull (melisandae),kelgul5,issf,6538.0,[],"['SBBG', 'KEGU']",['LADO'],Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,kelgul,,
3584,Larus smithsonianus,American Herring Gull,amhgul1,species,6539.0,['AHGU'],[],['LASM'],Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3585,Larus delawarensis x smithsonianus,Ring-billed x American Herring Gull (hybrid),x00796,hybrid,6540.0,[],"['RBGU', 'AHGU']","['LASM', 'LADE']",Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3586,Larus vegae,Vega Gull,veggul1,species,6541.0,['VEGU'],['AHGU'],['LAVE'],Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3587,Larus smithsonianus/vegae,American Herring/Vega Gull,y01294,slash,6542.0,[],"['VEGU', 'AHGU']","['LASM', 'LAVE']",Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3588,Larus mongolicus,Mongolian Gull,casgul4,species,6543.0,[],"['MOGU', 'AHGU']",['LAMO'],Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3589,Larus vegae/mongolicus,Vega/Mongolian Gull,y01295,slash,6544.0,[],"['MOGU', 'VEGU', 'AHGU']","['LAMO', 'LAVE']",Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3590,Larus argentatus,European Herring Gull,euhgul1,species,6545.0,['EHGU'],[],['LAAR'],Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
3591,Larus cachinnans x argentatus,Caspian x European Herring Gull (hybrid),x00915,hybrid,6548.0,[],"['EHGU', 'CAGU']","['LACA', 'LAAR']",Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,,,
