,sciName,comName,speciesCode,category,taxonOrder,bandingCodes,comNameCodes,sciNameCodes,order,familyCode,familyComName,familySciName,reportAs,extinct,extinctYear
13983,Lamprotornis mevesii benguelensis,Meves's Starling (Benguela),mevgls2,issf,27956.0,[],"['MEST', 'MLTS']",['LAME'],Passeriformes,sturni1,Starlings,Sturnidae,megsta1,,
13984,Lamprotornis unicolor,Ashy Starling,ashsta2,species,27957.0,[],['ASST'],['LAUN'],Passeriformes,sturni1,Starlings,Sturnidae,,,
13985,Lamprotornis splendidus,Splendid Starling,spgsta1,species,27958.0,[],['SPST'],['LASP'],Passeriformes,sturni1,Starlings,Sturnidae,,,
13986,Lamprotornis ornatus,Principe Starling,prgsta1,species,27963.0,[],['PRST'],['LAOR'],Passeriformes,sturni1,Starlings,Sturnidae,,,
13987,Lamprotornis regius,Golden-breasted Starling,gobsta5,species,27964.0,[],['GBST'],['LARE'],Passeriformes,sturni1,Starlings,Sturnidae,,,
13988,Lamprotornis superbus,Superb Starling,supsta1,species,27965.0,[],['SUST'],['LASU'],Passeriformes,sturni1,Starlings,Sturnidae,,,
13989,Lamprotornis pulcher,Chestnut-bellied Starling,chbsta1,species,27966.0,[],['CBST'],['LAPU'],Passeriformes,sturni1,Starlings,Sturnidae,,,
13990,Lamprotornis bicolor,African Pied Starling,afpsta1,species,27967.0,[],"['APST', 'PIST']",['LABI'],Passeriformes,sturni1,Starlings,Sturnidae,,,
13991,Lamprotornis albicapillus,White-crowned Starling,whcsta3,species,27968.0,[],['WCST'],['LAAL'],Passeriformes,sturni1,Starlings,Sturnidae,,,
13992,Lamprotornis fischeri,Fischer's Starling,fissta1,species,27971.0,[],['FIST'],['LAFI'],Passeriformes,sturni1,Starlings,Sturnidae,,,
13993,Lamprotornis chloropterus,Lesser Blue-eared Starling,lbesta1,species,27972.0,[],['LBES'],['LACH'],Passeriformes,sturni1,Starlings,Sturnidae,,,
13994,Lamprotornis chloropterus chloropterus,Lesser Blue-eared Starling (Lesser),lbegls1,issf,27973.0,[],['LBES'],['LACH'],Passeriformes,sturni1,Starlings,Sturnidae,lbesta1,,
13995,Lamprotornis chloropterus elisabeth,Lesser Blue-eared Starling (Miombo),lbegls2,issf,27974.0,[],"['LBES', 'MBES']",['LACH'],Passeriformes,sturni1,Starlings,Sturnidae,lbesta1,,
13996,Lamprotornis acuticaudus,Sharp-tailed Starling,stgsta1,species,27975.0,[],['STST'],['LAAC'],Passeriformes,sturni1,Starlings,Sturnidae,,,
13997,Lamprotornis chalybaeus,Greater Blue-eared Starling,gbesta1,species,27978.0,[],['GBES'],['LACH'],Passeriformes,sturni1,Starlings,Sturnidae,,,
13998,Lamprotornis chloropterus/chalybaeus,Lesser/Greater Blue-eared Starling,y01331,slash,27983.0,[],"['GBES', 'LBES']",['LACH'],Passeriformes,sturni1,Starlings,Sturnidae,,,
13999,Lamprotornis iris,Emerald Starling,emesta1,species,27984.0,[],['EMST'],['LAIR'],Passeriformes,sturni1,Starlings,Sturnidae,,,
14000,Lamprotornis purpureus,Purple Starling,pugsta1,species,27985.0,[],['PUST'],['LAPU'],Passeriformes,sturni1,Starlings,Sturnidae,,,
14001,Lamprotornis nitens,Cape Starling,capgls1,species,27988.0,[],"['CAST', 'CAPE']",['LANI'],Passeriformes,sturni1,Starlings,Sturnidae,,,
14002,Lamprotornis chalcurus,Bronze-tailed Starling,btgsta1,species,27989.0,[],['BTST'],['LACH'],Passeriformes,sturni1,Starlings,Sturnidae,,,
14003,Lamprotornis sp.,Lamprotornis sp.,glossy1,spuh,27992.0,[],[],[],Passeriformes,sturni1,Starlings,Sturnidae,,,
14004,Sturnidae sp.,myna/starling sp.,y00757,spuh,27993.0,[],[],[],Passeriformes,sturni1,Starlings,Sturnidae,,,
14005,Melanotis caerulescens,Blue Mockingbird,blumoc,species,27995.0,['BLMO'],[],['MECA'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14006,Melanotis hypoleucus,Blue-and-white Mockingbird,bawmoc1,species,27998.0,['BAWM'],[],['MEHY'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14007,Melanoptila glabrirostris,Black Catbird,blacat1,species,27999.0,['BLCA'],[],['MEGL'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14008,Dumetella carolinensis,Gray Catbird,grycat,species,28000.0,['GRCA'],[],['DUCA'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14009,Ramphocinclus brachyurus,Martinique Thrasher,whbthr3,species,28001.0,['MATH'],['WBTH'],['RABR'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14010,Ramphocinclus sanctaeluciae,St. Lucia Thrasher,whbthr4,species,28002.0,['SLTH'],['WBTH'],['RASA'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14011,Allenia fusca,Scaly-breasted Thrasher,scbthr,species,28003.0,['SBTH'],[],['ALFU'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14012,Margarops fuscatus,Pearly-eyed Thrasher,peethr1,species,28009.0,['PETH'],[],['MAFU'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14013,Allenia fusca/Margarops fuscatus,Scaly-breasted/Pearly-eyed Thrasher,y01158,slash,28014.0,[],"['PETH', 'SBTH']","['ALFU', 'MAFU']",Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14014,Cinclocerthia ruficauda,Brown Trembler,brotre1,species,28015.0,['BRTR'],[],['CIRU'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14015,Cinclocerthia gutturalis,Gray Trembler,gratre1,species,28020.0,['GRTR'],[],['CIGU'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14016,Cinclocerthia ruficauda/gutturalis,Brown/Gray Trembler,y01010,slash,28023.0,[],"['GRTR', 'BRTR']","['CIRU', 'CIGU']",Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14017,Toxostoma curvirostre,Curve-billed Thrasher,cubthr,species,28024.0,['CBTH'],[],['TOCU'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14018,Toxostoma curvirostre [curvirostre Group],Curve-billed Thrasher (curvirostre Group),cubthr1,issf,28025.0,[],['CBTH'],['TOCU'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,cubthr,,
14019,Toxostoma curvirostre [palmeri Group],Curve-billed Thrasher (palmeri Group),cubthr2,issf,28029.0,[],['CBTH'],['TOCU'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,cubthr,,
14020,Toxostoma ocellatum,Ocellated Thrasher,ocethr1,species,28034.0,['OCTH'],[],['TOOC'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14021,Toxostoma rufum,Brown Thrasher,brnthr,species,28037.0,['BRTH'],[],['TORU'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14022,Toxostoma longirostre,Long-billed Thrasher,lobthr,species,28040.0,['LBTH'],[],['TOLO'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14023,Toxostoma curvirostre x longirostre,Curve-billed x Long-billed Thrasher (hybrid),x00971,hybrid,28043.0,[],"['CBTH', 'LBTH']","['TOLO', 'TOCU']",Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14024,Toxostoma rufum/longirostre,Brown/Long-billed Thrasher,y00329,slash,28044.0,[],"['LBTH', 'BRTH']","['TOLO', 'TORU']",Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14025,Toxostoma guttatum,Cozumel Thrasher,cozthr1,species,28045.0,['COZT'],['COTH'],['TOGU'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14026,Toxostoma bendirei,Bendire's Thrasher,benthr,species,28046.0,['BETH'],[],['TOBE'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14027,Toxostoma curvirostre/bendirei,Curve-billed/Bendire's Thrasher,y00330,slash,28050.0,[],"['BETH', 'CBTH']","['TOBE', 'TOCU']",Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14028,Toxostoma cinereum,Gray Thrasher,grathr1,species,28051.0,['GRAT'],['GRTH'],['TOCI'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14029,Toxostoma redivivum,California Thrasher,calthr,species,28054.0,['CATH'],[],['TORE'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14030,Toxostoma lecontei,LeConte's Thrasher,lecthr,species,28057.0,['LCTH'],['LETH'],['TOLE'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14031,Toxostoma lecontei lecontei/macmillanorum,LeConte's Thrasher (LeConte's),lecthr1,issf,28058.0,[],"['LCTH', 'LETH']",['TOLE'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,lecthr,,
14032,Toxostoma lecontei arenicola,LeConte's Thrasher (Vizcaino),lecthr2,issf,28061.0,[],"['LCTH', 'LETH']",['TOLE'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,lecthr,,
14033,Toxostoma crissale,Crissal Thrasher,crithr,species,28062.0,['CRTH'],[],['TOCR'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14034,Toxostoma redivivum x crissale,California x Crissal Thrasher (hybrid),x00470,hybrid,28067.0,[],"['CRTH', 'CATH']","['TOCR', 'TORE']",Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14035,Toxostoma sp.,Toxostoma sp.,toxost1,spuh,28068.0,[],[],[],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14036,Oreoscoptes montanus,Sage Thrasher,sagthr,species,28069.0,['SATH'],[],['ORMO'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14037,Mimus thenca,Chilean Mockingbird,chimoc1,species,28070.0,[],['CHMO'],['MITH'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14038,Mimus patagonicus,Patagonian Mockingbird,patmoc1,species,28071.0,[],['PAMO'],['MIPA'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14039,Mimus saturninus,Chalk-browed Mockingbird,chbmoc1,species,28072.0,[],['CBMO'],['MISA'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14040,Mimus thenca x saturninus,Chilean x Chalk-browed Mockingbird (hybrid),x01245,hybrid,28077.0,[],"['CHMO', 'CBMO']","['MITH', 'MISA']",Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14041,Mimus thenca/saturninus,Chilean/Chalk-browed Mockingbird,y01391,slash,28078.0,[],"['CHMO', 'CBMO']","['MITH', 'MISA']",Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14042,Mimus patagonicus/saturninus,Patagonian/Chalk-browed Mockingbird,y01189,slash,28079.0,[],"['CBMO', 'PAMO']","['MIPA', 'MISA']",Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14043,Mimus triurus,White-banded Mockingbird,whbmoc1,species,28080.0,[],['WBMO'],['MITR'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14044,Mimus dorsalis,Brown-backed Mockingbird,brbmoc1,species,28081.0,[],['BBMO'],['MIDO'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14045,Mimus gundlachii,Bahama Mockingbird,bahmoc,species,28082.0,['BAMO'],[],['MIGU'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14046,Mimus parvulus,Galapagos Mockingbird,galmoc1,species,28085.0,[],['GAMO'],['MIPA'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14047,Mimus trifasciatus,Floreana Mockingbird,chamoc1,species,28092.0,[],['FLMO'],['MITR'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14048,Mimus macdonaldi,Española Mockingbird,hoomoc1,species,28093.0,[],['ESMO'],['MIMA'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14049,Mimus melanotis,San Cristobal Mockingbird,chamoc2,species,28094.0,[],['SCMO'],['MIME'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14050,Mimus longicaudatus,Long-tailed Mockingbird,lotmoc1,species,28095.0,[],['LTMO'],['MILO'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14051,Mimus graysoni,Socorro Mockingbird,socmoc1,species,28100.0,['SOMO'],[],['MIGR'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14052,Mimus gilvus,Tropical Mockingbird,tromoc,species,28101.0,['TRMO'],[],['MIGI'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14053,Mimus gilvus gracilis/leucophaeus,Tropical Mockingbird (Mayan),tromoc12,issf,28102.0,[],['TRMO'],['MIGI'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,tromoc,,
14054,Mimus gilvus [gilvus Group],Tropical Mockingbird (Southern),tromoc1,issf,28105.0,[],['TRMO'],['MIGI'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,tromoc,,
14055,Mimus gilvus magnirostris,Tropical Mockingbird (San Andres),tromoc2,issf,28113.0,[],['TRMO'],['MIGI'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,tromoc,,
14056,Mimus polyglottos,Northern Mockingbird,normoc,species,28114.0,['NOMO'],[],['MIPO'],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14057,Mimus gundlachii x polyglottos,Bahama x Northern Mockingbird (hybrid),x00907,hybrid,28118.0,[],"['BAMO', 'NOMO']","['MIGU', 'MIPO']",Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14058,Mimus gilvus x polyglottos,Tropical x Northern Mockingbird (hybrid),x00703,hybrid,28119.0,[],"['TRMO', 'NOMO']","['MIGI', 'MIPO']",Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14059,Mimus gilvus/polyglottos,Tropical/Northern Mockingbird,y01122,slash,28120.0,[],"['NOMO', 'TRMO']","['MIGI', 'MIPO']",Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14060,Mimus sp.,Mimus sp.,mimus1,spuh,28121.0,[],[],[],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14061,Mimidae sp.,mimid sp.,mimida1,spuh,28122.0,[],[],[],Passeriformes,mimida2,Mockingbirds and Thrashers,Mimidae,,,
14062,Pinarornis plumosus,Boulder Chat,boucha1,species,28124.0,[],['BOCH'],['PIPL'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14063,Grandala coelicolor,Grandala,granda1,species,28125.0,[],['GRAN'],['GRCO'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14064,Sialia sialis,Eastern Bluebird,easblu,species,28126.0,['EABL'],[],['SISI'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14065,Sialia sialis sialis/bermudensis,Eastern Bluebird (Eastern),easblu1,issf,28127.0,[],['EABL'],['SISI'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,easblu,,
14066,Sialia sialis [guatemalae Group],Eastern Bluebird (Mexican),easblu2,issf,28130.0,[],['EABL'],['SISI'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,easblu,,
14067,Sialia mexicana,Western Bluebird,wesblu,species,28136.0,['WEBL'],[],['SIME'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14068,Sialia sialis x mexicana,Eastern x Western Bluebird (hybrid),x00972,hybrid,28143.0,[],"['WEBL', 'EABL']","['SIME', 'SISI']",Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14069,Sialia currucoides,Mountain Bluebird,moublu,species,28144.0,['MOBL'],[],['SICU'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14070,Sialia sialis x currucoides,Eastern x Mountain Bluebird (hybrid),x00864,hybrid,28145.0,[],"['MOBL', 'EABL']","['SICU', 'SISI']",Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14071,Sialia mexicana x currucoides,Western x Mountain Bluebird (hybrid),x00204,hybrid,28146.0,[],"['WEBL', 'MOBL']","['SIME', 'SICU']",Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14072,Sialia sp.,bluebird sp.,bluebi,spuh,28147.0,[],[],[],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14073,Stizorhina fraseri,Rufous Flycatcher-Thrush,rufthr1,species,28148.0,[],"['FRTH', 'RFTH', 'RUFT']",['STFR'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14074,Stizorhina finschi,Finsch's Flycatcher-Thrush,fifthr1,species,28152.0,[],"['FFTH', 'FRTH', 'FIFT']",['STFI'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14075,Neocossyphus rufus,Red-tailed Ant-Thrush,rtathr1,species,28153.0,[],['RTAT'],['NERU'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14076,Neocossyphus rufus gabunensis,Red-tailed Ant-Thrush (Red-tailed),retant3,issf,28154.0,[],['RTAT'],['NERU'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,rtathr1,,
14077,Neocossyphus rufus rufus,Red-tailed Ant-Thrush (Coastal),retant4,issf,28155.0,[],['RTAT'],['NERU'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,rtathr1,,
14078,Neocossyphus poensis,White-tailed Ant-Thrush,wtathr1,species,28156.0,[],['WTAT'],['NEPO'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14079,Neocossyphus rufus/poensis,Red-tailed/White-tailed Ant-Thrush,y01320,slash,28162.0,[],"['WTAT', 'RTAT']","['NEPO', 'NERU']",Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14080,Myadestes townsendi,Townsend's Solitaire,towsol,species,28163.0,['TOSO'],[],['MYTO'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14081,Myadestes occidentalis,Brown-backed Solitaire,brbsol1,species,28166.0,['BBSO'],[],['MYOC'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14082,Myadestes elisabeth,Cuban Solitaire,cubsol1,species,28170.0,['CUSO'],[],['MYEL'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14083,Myadestes genibarbis,Rufous-throated Solitaire,rutsol1,species,28173.0,['RTSO'],[],['MYGE'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14084,Myadestes genibarbis [genibarbis Group],Rufous-throated Solitaire (Rufous-throated),rutsol2,issf,28174.0,[],['RTSO'],['MYGE'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,rutsol1,,
14085,Myadestes genibarbis sibilans,Rufous-throated Solitaire (St. Vincent),rutsol3,issf,28180.0,[],['RTSO'],['MYGE'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,rutsol1,,
14086,Myadestes melanops,Black-faced Solitaire,blfsol1,species,28181.0,['BFSO'],[],['MYME'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14087,Myadestes coloratus,Varied Solitaire,varsol1,species,28182.0,['VASO'],[],['MYCO'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14088,Myadestes unicolor,Slate-colored Solitaire,slcsol1,species,28183.0,['SCSO'],[],['MYUN'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14089,Myadestes ralloides,Andean Solitaire,andsol1,species,28186.0,[],['ANSO'],['MYRA'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14090,Myadestes ralloides plumbeiceps,Andean Solitaire (plumbeiceps),andsol2,issf,28187.0,[],['ANSO'],['MYRA'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,andsol1,,
14091,Myadestes ralloides venezuelensis/candelae,Andean Solitaire (venezuelensis/candelae),andsol3,issf,28188.0,[],['ANSO'],['MYRA'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,andsol1,,
14092,Myadestes ralloides ralloides,Andean Solitaire (ralloides),andsol4,issf,28191.0,[],['ANSO'],['MYRA'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,andsol1,,
14093,Myadestes myadestinus,Kamao,kamao,species,28192.0,['KAMA'],[],['MYMY'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,True,1989.0
14094,Myadestes woahensis,Amaui,amaui,species,28193.0,['AMAU'],['OLOM'],['MYWO'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,True,1825.0
14095,Myadestes lanaiensis,Olomao,olomao,species,28194.0,['OLOM'],[],['MYLA'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14096,Myadestes obscurus,Omao,omao,species,28197.0,['OMAO'],[],['MYOB'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14097,Myadestes palmeri,Puaiohi,puaioh,species,28198.0,['PUAI'],[],['MYPA'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14098,Zoothera dixoni,Long-tailed Thrush,lotthr1,species,28199.0,[],['LTTH'],['ZODI'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14099,Zoothera mollissima,Alpine Thrush,alpthr1,species,28200.0,[],['ALTH'],['ZOMO'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14100,Zoothera salimalii,Himalayan Thrush,himthr1,species,28201.0,[],"['HITH', 'HFTH']",['ZOSA'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14101,Zoothera mollissima/salimalii,Alpine/Himalayan Thrush,y01005,slash,28202.0,[],"['HITH', 'ALTH', 'HFTH']","['ZOSA', 'ZOMO']",Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14102,Zoothera griseiceps,Sichuan Thrush,sicthr1,species,28203.0,[],"['SITH', 'SFTH']",['ZOGR'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14103,Zoothera mollissima/griseiceps,Alpine/Sichuan Thrush,y01006,slash,28204.0,[],"['SITH', 'ALTH', 'SFTH']","['ZOMO', 'ZOGR']",Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14104,Zoothera mollissima/salimalii/griseiceps,Alpine/Himalayan/Sichuan Thrush,y01052,slash,28205.0,[],"['SFTH', 'ALTH', 'HFTH', 'SITH', 'HITH']","['ZOSA', 'ZOMO', 'ZOGR']",Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14105,Zoothera heinrichi,Geomalia,geomal1,species,28206.0,[],['GEOM'],['ZOHE'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14106,Zoothera marginata,Dark-sided Thrush,dasthr1,species,28207.0,[],['DSTH'],['ZOMA'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14107,Zoothera monticola,Long-billed Thrush,lobthr1,species,28208.0,[],['LBTH'],['ZOMO'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14108,Zoothera everetti,Everett's Thrush,evethr1,species,28211.0,[],['EVTH'],['ZOEV'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14109,Zoothera andromedae,Sunda Thrush,sunthr1,species,28212.0,[],['SUTH'],['ZOAN'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14110,Zoothera aurea,White's Thrush,scathr2,species,28213.0,['WHTH'],[],['ZOAU'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14111,Zoothera dauma,Scaly Thrush,scathr8,species,28216.0,[],"['WHTH', 'SCTH']",['ZODA'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14112,Zoothera dauma dauma,Scaly Thrush (Scaly),scathr3,issf,28217.0,[],"['WHTH', 'SCTH']",['ZODA'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,scathr8,,
14113,Zoothera dauma horsfieldi,Scaly Thrush (Horsfield's),scathr7,issf,28218.0,[],"['WHTH', 'SCTH']",['ZODA'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,scathr8,,
14114,Zoothera dauma iriomotensis,Scaly Thrush (Iriomotejima),scathr9,issf,28219.0,[],"['WHTH', 'SCTH']",['ZODA'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,scathr8,,
14115,Zoothera aurea/dauma,White's/Scaly Thrush,scathr1,slash,28220.0,[],"['WHTH', 'SCTH']","['ZODA', 'ZOAU']",Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14116,Zoothera major,Amami Thrush,scathr6,species,28221.0,[],['AMTH'],['ZOMA'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14117,Zoothera neilgherriensis,Nilgiri Thrush,scathr4,species,28222.0,[],"['WHTH', 'NITH']",['ZONE'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14118,Zoothera imbricata,Sri Lanka Thrush,scathr5,species,28223.0,[],"['WHTH', 'SLTH']",['ZOIM'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14119,Zoothera terrestris,Bonin Thrush,bonthr2,species,28224.0,[],['BOTH'],['ZOTE'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,True,1889.0
14120,Zoothera margaretae,Makira Thrush,sacthr2,species,28225.0,[],['MATH'],['ZOMA'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14121,Zoothera turipavae,Guadalcanal Thrush,sacthr3,species,28226.0,[],['GUTH'],['ZOTU'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14122,Zoothera lunulata,Bassian Thrush,oltthr1,species,28227.0,[],['BATH'],['ZOLU'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14123,Zoothera lunulata cuneata,Bassian Thrush (Northern),basthr1,issf,28228.0,[],['BATH'],['ZOLU'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,oltthr1,,
14124,Zoothera lunulata lunulata/halmaturina,Bassian Thrush (Southern),basthr4,issf,28229.0,[],['BATH'],['ZOLU'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,oltthr1,,
14125,Zoothera talaseae,New Britain Thrush,nebthr1,species,28232.0,[],"['NBTH', 'BBTH']",['ZOTA'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14126,Zoothera atrigena,Bougainville Thrush,bouthr1,species,28233.0,[],"['BOTH', 'BBTH']",['ZOAT'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14127,Zoothera heinei,Russet-tailed Thrush,rutthr1,species,28234.0,[],['RTTH'],['ZOHE'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14128,Zoothera heinei [heinei Group],Russet-tailed Thrush (Russet-tailed),rutthr2,issf,28235.0,[],['RTTH'],['ZOHE'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,rutthr1,,
14129,Zoothera heinei eichhorni,Russet-tailed Thrush (Mussau),rutthr3,issf,28239.0,[],['RTTH'],['ZOHE'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,rutthr1,,
14130,Zoothera lunulata/heinei,Bassian/Russet-tailed Thrush,y01007,slash,28240.0,[],"['RTTH', 'BATH']","['ZOHE', 'ZOLU']",Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14131,Zoothera machiki,Fawn-breasted Thrush,fabthr1,species,28241.0,[],['FBTH'],['ZOMA'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14132,Zoothera sp.,Zoothera sp.,zoothe1,spuh,28242.0,[],[],[],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
14133,Chlamydochaera jefferyi,Fruit-hunter,fruith1,species,28243.0,[],"['FRHU', 'FRUI']",['CHJE'],Passeriformes,turdid1,Thrushes and Allies,Turdidae,,,
